Question,Answer,File,URL
How often does the SVSPO Advisory Panel meet?,The SVSPO Advisory Panel meets once a term and at the call of the Chair.,1_2_6_11_31,https://www.sfu.ca/sexual-violence/about-us/svspo-advisory-panel-.html
Who is responsible for appointing members to the SVSPO Advisory Panel?,"The Director of the Sexual Violence Support & Prevention Office (or delegate) and the Executive Director, Student Affairs.",1_2_6_11_31,https://www.sfu.ca/sexual-violence/about-us/svspo-advisory-panel-.html
What criteria are used to select members for the Advisory Panel?,The criteria used to select members of the Advisory Panel include consulting with Constituency Organizations and taking into account the diversity of the University Community.,1_2_6_11_31,https://www.sfu.ca/sexual-violence/about-us/svspo-advisory-panel-.html
Where is the Sexual Violence Support & Prevention Office located?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6",1_2_6_11_31,https://www.sfu.ca/sexual-violence/about-us/svspo-advisory-panel-.html
Which university acknowledges the traditional territories of various Indigenous peoples?,Simon Fraser University,1_2_6_11_31,https://www.sfu.ca/sexual-violence/about-us/svspo-advisory-panel-.html
How can someone contact the SVSPO?,Contact the SVSPO: 778.782.7233 | sv-support@sfu.ca,1_2_6_11_31,https://www.sfu.ca/sexual-violence/about-us/svspo-advisory-panel-.html
How can I contact the SVSPO at Simon Fraser University?,You can contact the SVSPO at Simon Fraser University by calling 778.782.7233 or emailing sv-support@sfu.ca.,1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
What is the #dearsurvivorsfu initiative about?,The #dearsurvivorsfu initiative shares results related to support and advocacy for survivors of sexual violence at Simon Fraser University.,1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
When is the application deadline for the Active Bystander Network?,13-Jun-22,1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
What is the importance of cyberconsent in online interactions?,"The importance of cyberconsent in online interactions includes: 

1. Ensuring that individuals understand and respect personal boundaries.
2. Promoting respectful and consensual communication in digital spaces.
3. Acknowledging that consent is still a critical aspect of online behavior.
4. Helping to prevent misunderstandings and conflicts that may arise from unclear consent.",1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
What resources are available for exploring different sexual consent scenarios?,"1. Yes/No/Maybe Checklist
2. Curious about Consent? interactive conversation
3. Project Consent SFU Podcast",1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
When is the interactive conversation about consent scheduled?,January 20th at 4:30pm,1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
What topics are discussed in the Project Consent SFU Podcast?,The Project Consent SFU Podcast discusses the concept of consent and its applications in various contexts.,1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
What are some recommended podcasts for mental health and deep topics?,Top 6 podcasts you should listen to.,1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
What actions are being taken to commemorate L'École Polytechnique Massacre?,Systemic change requires moral courage.,1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
Which Indigenous peoples are acknowledged by Simon Fraser University?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen.",1_2_6_11_32,https://www.sfu.ca/sexual-violence/about-us/news-updates.html
What is the purpose of the Sexual Violence and Misconduct Policy Act (2016)?,The purpose of the Sexual Violence and Misconduct Policy Act (2016) is to require BC post-secondary institutions to review their sexualized violence policies every 3 years.,1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
How often are BC post-secondary institutions required to review their sexualized violence policies?,Every 3 years.,1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
"When did the current review of SFU’s Sexual Violence and Misconduct Prevention, Education and Support Policy begin?","The current review of SFU’s Sexual Violence and Misconduct Prevention, Education and Support Policy began over the Summer 2023 term.",1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
What are some key amendments made to the policy during the 2023-2024 review?,"- A set of Procedures was added to align with the Human Rights Policy (GP 18) and the Bullying and Harassment Policy (GP 47).
- Key amendments were made to Appendix A (Definitions).",1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
Where can I find the revised policy and amendments?,"You can find the revised policy and amendments by following the links provided in the communication regarding the policy review process. Specifically, you can read the Revised Policy, the Revised Appendix A (Definitions), and the GP 44 Procedures.",1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
Who can I contact for questions about the policy and the review process?,CJ Rowe at cj_rowe@sfu.ca.,1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
What additional set of procedures was added to the policy?,"A set of Procedures was added to align, where appropriate, with the Human Rights Policy (GP 18) and the Bullying and Harassment Policy (GP 47).",1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
Which groups and individuals participated in the policy review process?,"The University’s Executive Team, the Office of the General Counsel, Faculty Relations, Human Resources/Labour Relations, the Office of Student Support, Rights and Responsibilities, SFUFA, CUPE, TSSU, APSA, the Equity Office, the Human Rights Office, the Bullying and Harassment Central Hub, GSS, numerous student groups, and individual students, staff, and faculty members.",1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
"When was SFU’s Sexual Violence and Misconduct Prevention, Education and Support Policy first approved?",30-Mar-17,1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
What is the significance of the land acknowledgment included in the document?,The land acknowledgment recognizes and respects the unceded traditional territories of various Indigenous peoples on which Simon Fraser University’s campuses are located. It emphasizes the university's commitment to acknowledging Indigenous rights and fostering relationships with Indigenous communities.,1_2_6_11_33,https://www.sfu.ca/sexual-violence/about-us/policy-review.html
What services does the Sexual Violence Support & Prevention Office (SVSPO) provide?,"The Sexual Violence Support & Prevention Office (SVSPO) provides support and education to all members of the SFU and FIC community, while raising awareness about sexualized and gender-based violence.",1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
How can I contact the SVSPO for support?,You can contact the SVSPO for support by calling 778.782.7233 or emailing sv-support@sfu.ca.,1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
Is the feedback I provide to the SVSPO confidential?,"Yes, the feedback you provide to the SVSPO is anonymous and confidential.",1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
Where is the SVSPO located?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6",1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
What is the purpose of the online feedback form?,"The purpose of the online feedback form is to gather feedback from individuals who have interacted with the Sexual Violence Support & Prevention Office (SVSPO) to examine current modes of service delivery and education, and to strengthen and improve their services and programming.",1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
How will my feedback be used by the SVSPO?,"Your feedback will be used to examine the current modes of service delivery and education, and to strengthen and improve the SVSPO's services and programming. It will be shared only with the SVSPO staff team and will remain anonymous and confidential.",1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
Can I remain anonymous when providing feedback to the SVSPO?,"Yes, your feedback is anonymous and confidential.",1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
What kind of feedback is the SVSPO seeking?,The SVSPO is seeking feedback about experiences with their services and programming to examine and improve their modes of service delivery and education related to sexualized and gender-based violence.,1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
Who should I contact if I have questions about the feedback survey?,You can contact the SVSPO at 778.782.7233 or sv-support@sfu.ca.,1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
What communities does Simon Fraser University acknowledge in their territory statement?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen.",1_2_6_11_34,https://www.sfu.ca/sexual-violence/about-us/share-feedback.html
What are the contact options for the SVSPO?,"- Call: 778.782.7233
- Email: sv-support@sfu.ca
- Text: Case managers' cell numbers
- Zoom drop-in sessions (no appointment necessary)",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
What are the operating hours for case managers at SVSPO?,"Monday-Friday, 9am-4:30pm (excluding statutory holidays). Appointments may be held outside of these hours, by request.",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
How can I access after-hours support?,"For after-hours support, please visit the Get Help page for 24/7 services.",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
Are appointments available outside of regular hours?,"Yes, appointments may be held outside of regular hours by request.",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
How do I join a Zoom drop-in session?,"To join a Zoom drop-in session, click on ""Drop In Here"" during the times listed. This will move you to a private waiting room. An SVSPO case manager will invite you to join the private virtual meeting room once it is available. You may choose to have your video off and/or display a name of your choice during the session for anonymity.",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
Can I remain anonymous during a virtual session?,"Yes, you may choose to have your video off and/or display a name of your choice during the virtual session to disclose information and receive support anonymously.",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
Where can I meet case managers for in-person appointments?,You can meet case managers for in-person appointments at any of the three campuses of Simon Fraser University or discuss off-campus meeting location options.,1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
How can I provide feedback about my experience with SVSPO?,You can provide feedback about your experience with SVSPO by sharing your feedback through the designated feedback channel mentioned on their website or contacting Julie Glazier at julieg@sfu.ca.,1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
Who are the case managers and their contact information?,"1. Julie Glazier (she/her/hers) - julieg@sfu.ca, Cell: 604.834.2862  
2. Paola Quirós-Cruz - paola_quiros@sfu.ca  
3. Wyll River (she/they) - wyll_river@sfu.ca, Cell: 604-418-7541  
4. Shereen Khan (she/her/hers)  
5. CJ Rowe (they/them/theirs) - cj_rowe@sfu.ca  
6. Belinda Karsen (she/her/hers)",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
Where is the SVSPO office located?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6.",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
Which indigenous peoples' lands does Simon Fraser University acknowledge?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen.",1_2_6_11_35,https://www.sfu.ca/sexual-violence/contact-us.html
What is SFU known for?,"SFU is known for being a research and learning community, offering a world-class education, and shaping minds and communities. It emphasizes excellence, advocacy, and engagement.",1_2_6_11_36,https://www.sfu.ca/
How can I apply to SFU?,"To apply to SFU, you can visit the ""Apply to SFU"" section on their website.",1_2_6_11_36,https://www.sfu.ca/
What programs does SFU offer?,"Undergraduate programs, Graduate programs, Lifelong learner programs.",1_2_6_11_36,https://www.sfu.ca/
Are there campus tours available at SFU?,"Yes, there are in-person tours of SFU Burnaby and SFU Surrey campuses, as well as immersive virtual tours of all campuses.",1_2_6_11_36,https://www.sfu.ca/
Can I take a virtual tour of SFU?,"Yes, you can experience all of SFU's campuses through immersive virtual tours.",1_2_6_11_36,https://www.sfu.ca/
What are the different campuses of SFU?,"SFU Burnaby, SFU Surrey, SFU Vancouver",1_2_6_11_36,https://www.sfu.ca/
What kind of education does SFU provide?,SFU provides a world-class education culminating in a degree that has lifelong value.,1_2_6_11_36,https://www.sfu.ca/
What rankings has SFU received recently?,"*Maclean's University Rankings, 2026  
†World University Rankings for Innovation, 2025  
‡Times Higher Education Impact Ranking, 2025",1_2_6_11_36,https://www.sfu.ca/
How does SFU engage with the community?,"SFU engages with the community by improving lives through the power of knowledge, advocacy, and engagement. It also acknowledges the traditional territories of Indigenous peoples on which its campuses reside. Additionally, SFU shapes communities through its vibrant campuses and innovative learning environments.",1_2_6_11_36,https://www.sfu.ca/
Who are the traditional landowners of the areas where SFU campuses are located?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen.",1_2_6_11_36,https://www.sfu.ca/
What events are happening on campus?,See what is happening on campus and keep up-to-date with events and activities.,1_2_6_11_36,https://www.sfu.ca/
How can I connect with SFU?,"You can connect with SFU by exploring their website, applying to SFU, joining campus tours, and engaging with their events and activities.",1_2_6_11_36,https://www.sfu.ca/
What support services does the SVSPO offer?,"The SVSPO offers free, confidential support for all SFU and FIC community members who have experienced sexualized violence, assistance for those who have witnessed sexualized violence, and support for individuals providing help to someone else.",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
How can I contact the SVSPO?,You can contact the SVSPO at 778.782.7233 or via email at sv-support@sfu.ca.,1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
What are the operating hours of the Case Managers at the SVSPO?,"Monday-Friday, 9am-4:30pm (excluding statutory holidays).",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
Can I access SVSPO services if I am not a student or employee?,"No, SVSPO services are only available to SFU and FIC community members who are students or employees.",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
What should I do if I need urgent help outside of regular hours?,Call 9-1-1 or refer to the 24-hour support services listed.,1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
Is support available in languages other than English?,"Yes, support is available in multiple languages.",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
How can I connect with a Case Manager?,"You can connect with a Case Manager by visiting the SVSPO's Contact Us page. Case Managers are available Monday-Friday, 9am-4:30pm (excluding statutory holidays) and support is available in-person on any of SFU's three campuses or by phone, email, text, or Zoom.",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
What is the Safe Walk Program?,The Safe Walk Program provides SFU community members with a Campus Security escort to support safe travel on campus 24/7.,1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
What phone number should I call for 24/7 mental health support?,1-833-768-2188 (in North America) or 001-416-380-6578 (if you are outside North America).,1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
Where is the West Mall Centre located?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
What kind of crisis assistance is available for marginalized genders?,"24/7 immediate crisis assistance, emotional support, information, and referrals for people of marginalized genders: cis and trans women, Two-Spirit, trans, and/or non-binary people.",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
Are the support services provided by SVSPO confidential?,"Yes, the support services provided by SVSPO are confidential.",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
What resources are available for someone who has witnessed sexualized violence?,"Support is available for individuals who have witnessed sexualized violence through the SVSPO, which offers free, confidential assistance to all SFU and FIC community members. They can contact the SVSPO at 778.782.7233 or sv-support@sfu.ca for support services. Additionally, individuals can access 24/7 confidential mental health support by calling 1-833-768-2188 (in North America) or 001-416-380-6578 (outside North America).",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
"How can I access emergency medical, legal, and social services if I have experienced sexual violence?","You can access emergency medical, legal, and social services through the 24/7 crisis line for people who have experienced sexual violence. The contact number is 604.583.1295.",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
What is the purpose of the 24/7 toll-free telephone service across B.C.?,"The purpose of the 24/7 toll-free telephone service across B.C. is to provide confidential, multilingual information and referrals for anyone impacted by crime.",1_2_6_11_37,https://www.sfu.ca/sexual-violence/get-help.html
What is the contact number for the Sexual Violence Support & Prevention Office (SVSPO)?,778.782.7233,1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
How can someone disclose their experience of sexual violence at Simon Fraser University?,"Someone can disclose their experience of sexual violence to any member of the campus community, often someone they trust. For a formal report, they must contact the Sexual Violence Support & Prevention Office (SVSPO) at 778.782.7233 or sv-support@sfu.ca.",1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
Who can someone disclose their experience of sexual violence to?,"Someone in the campus community, often someone they trust.",1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
What impact does the initial response have on a survivor's decision to seek support?,The response of the person the survivor first discloses to can have a profound impact on the survivor's decision to continue to seek support or not.,1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
Where can a formal report regarding sexual violence be made at SFU?,A formal report regarding sexual violence can be made at the Sexual Violence Support & Prevention Office (SVSPO).,1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
What is the purpose of making a formal report to the SVSPO?,The purpose of making a formal report to the SVSPO is to initiate a process under policy GP 44 Sexual Violence and Misconduct.,1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
What is the address of the Sexual Violence Support & Prevention Office?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6",1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
What policy does the formal reporting process initiate at SFU?,GP 44 Sexual Violence and Misconduct,1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
Can the SVSPO receive both disclosures and formal reports?,Yes.,1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
Which Indigenous peoples' territories does Simon Fraser University acknowledge?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",1_2_6_11_38,https://www.sfu.ca/sexual-violence/supporting-survivors.html
What is the mission of the SVSPO?,"The mission of the SVSPO is to develop and implement a comprehensive educational strategy to equip SFU and FIC students, faculty, and staff with the awareness, knowledge, and skills to effect social change towards ending sexualized violence.",1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
How can I contact the SVSPO for support?,You can contact the SVSPO at 778.782.7233 or via email at sv-support@sfu.ca.,1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
What educational strategies does the SVSPO implement?,"The SVSPO implements educational strategies that focus on developing awareness, knowledge, and skills to effect social change towards ending sexualized violence, drawing upon best practices in the field of sexual violence prevention.",1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
What types of workshops does the SVSPO offer?,The specific types of workshops offered by the SVSPO are not detailed in the provided context.,1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
Where can I find the 2025-2026 Education Plan?,You can find the 2025-2026 Education Plan by exploring the SVSPO's resources or contacting them at sv-support@sfu.ca.,1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
What are the goals of the SVSPO's educational programming?,"The goals of the SVSPO's educational programming are to equip SFU and FIC students, faculty, and staff with the awareness, knowledge, and skills to effect social change towards ending sexualized violence. Additionally, the 2025-2026 Education Plan elaborates on their approach to sexualized violence prevention education and identifies specific goals and projects for the SVSPO's educational programming.",1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
Where is the SVSPO located?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6",1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
Which Indigenous peoples' territories does Simon Fraser University acknowledge?,"xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo, Tsawwassen",1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
What best practices does the SVSPO draw upon for sexual violence prevention?,Best practices in the field of sexual violence prevention.,1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
Who is the target audience for the SVSPO's educational initiatives?,"SFU and FIC students, faculty, and staff.",1_2_6_11_39,https://www.sfu.ca/sexual-violence/education-prevention.html
How can I contact the SVSPO for support?,You can contact the SVSPO at 778.782.7233 or via email at sv-support@sfu.ca.,1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
What types of support does the SVSPO offer to employees?,"The SVSPO offers confidential information, guidance, and support for employees who have experienced sexualized violence, witnessed sexualized violence, or are providing support to someone else. They provide transportation and/or accompany individuals to medical care. Additionally, they assist with accessing sexual health clinics and external counseling services.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
Are the support services from the SVSPO confidential?,"Yes, the support services from the SVSPO are confidential.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
What should I do if I've experienced sexual assault?,"1. Consider having a forensic exam to collect evidence (within seven days of the assault).
2. Seek medical assistance for emergency contraceptives and STI prevention options, which do not require a forensic exam.
3. Contact the SVSPO for confidential support and guidance.
4. Reach out to a local hospital (Vancouver General or Surrey Memorial) for specialized sexual assault support and medical treatment.
5. You can choose to report the assault to the police at any time; evidence can be securely stored for up to one year.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
Where can I get a forensic exam after a sexual assault?,You can get a forensic exam at either Vancouver General Hospital or Surrey Memorial Hospital.,1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
Is it necessary to report to the police when I get a forensic exam?,"No, you do not have to make a report to the police at the time of the exam. The evidence collected can be securely stored for up to one year.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
What medical assistance can I receive without a forensic exam?,You do not need to have a forensic exam to receive other medical assistance such as emergency contraceptives and STI prevention options.,1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
Can the SVSPO help with transportation to medical facilities?,"Yes, the SVSPO can provide transportation and/or accompany individuals to Vancouver General or Surrey Memorial Hospitals for medical care.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
What services do Vancouver General and Surrey Memorial Hospitals provide?,"Vancouver General and Surrey Memorial Hospitals provide specialized sexual assault support and medical treatment, including the option for forensic evidence collection. Free services are available for anyone 13 years or older within 7 days following a sexual assault. Services include treatment for injury, sexually transmitted infections, pregnancy prevention, forensic evidence collection, and emotional support.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
How can I access the Employee and Family Assistance Program (EFAP)?,You can access the Employee and Family Assistance Program (EFAP) by calling 1.800.663.1142.,1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
Are there resources available for BIPOC individuals impacted by sexualized violence?,"Yes, there are resources available for BIPOC (Black, Indigenous and People of Colour) individuals impacted by sexualized violence. In collaboration with campus and community partners, SFU has created a list of services that offer culturally relevant support for these individuals.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
What is VictimLinkBC and what services do they provide?,"VictimLinkBC is a toll-free, confidential, multilingual telephone service available across B.C. It provides information and referral for anyone impacted by crime, operating 24 hours a day, 7 days a week.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
How can I reach the Salal Sexual Violence Support Centre?,You can reach the Salal Sexual Violence Support Centre at 604.255.6344 or 1.877.392.7583.,1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
What support does the Surrey Women's Centre offer?,"The Surrey Women's Centre offers a 24/7 crisis line for people who have experienced sexual violence, as well as assistance with accessing emergency medical, legal, and social services.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
What is the Ending Violence Association of BC?,The Ending Violence Association of BC (EVA BC) is a provincial non-profit organization that supports over 240 community-based anti-violence programs. They provide an online directory to help connect individuals with information about services available throughout British Columbia.,1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
Are there specific services for male survivors of sexual abuse?,"Yes, the BC Society for Male Survivors of Sexual Abuse offers therapeutic services for males who have been sexually abused at some point in their lives. Phone: 604.682.6482.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
Where is the West Mall Centre located?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
Does Simon Fraser University acknowledge the traditional territories of local Indigenous peoples?,"Yes, Simon Fraser University respectfully acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples on whose unceded traditional territories our three campuses reside.",1_2_6_11_3,https://www.sfu.ca/sexual-violence/get-help/help-for-faculty-and-staff.html
What is the contact information for the SVSPO?,778.782.7233 | sv-support@sfu.ca,1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
Do I need to make a report to access support services?,"No, you do not need to make a report to access support services.",1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
What options are available for making a report?,"1. Report to the police.
2. Report to the university.
3. Report to both police and university.
4. Explore options with a case manager by contacting SVSPO via email or visiting their Contact Us page.",1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
How can I explore reporting options with a case manager?,You can explore reporting options with a case manager by reaching out to the SVSPO via email at sv-support@sfu.ca or by visiting their Contact Us page to learn more about your options.,1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
Why might some survivors hesitate to report to agencies or institutions?,"Some survivors may hesitate to report to agencies or institutions because it may not feel like a safe option for everyone. For many survivors from marginalized, policed, and criminalized communities, reporting may not be a viable option at all. Factors such as race, gender, sexuality, class, and ability can impact how survivors are affected by sexual violence and their access to reporting options, as well as how they are believed.",1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
How do social locations impact access to reporting options?,"Social locations, including race, gender, sexuality, class, and ability, can affect how individuals are impacted by sexual violence and influence their access to reporting options. For many survivors from marginalized, policed, and criminalized communities, reporting may not feel safe or viable.",1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
Where is the SVSPO located?,"West Mall Centre (WMC) 1301, 8888 University Drive, Burnaby, B.C., Canada V5A 1S6",1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
What is the reporting process like according to the information sheet?,"The reporting process can vary for each individual. Survivors may choose to report immediately or wait years, and options include reporting to the police, the university, or both. Accessing reporting options may not feel safe for everyone, especially for those from marginalized communities. The SVSPO offers support and guidance throughout the process. For more detailed information, one should refer to the information sheet provided.",1_2_6_11_4,https://www.sfu.ca/sexual-violence/get-help/make-a-report.html
